"date","state","count_type","state_name","Total_count","White_count","Black_count","Asian_count","AIAN_count","NHPI_count","Multiracial_count","Other_count","Latinx_count","Total_prop","White_prop","Black_prop","Asian_prop","AIAN_prop","NHPI_prop","Multiracial_prop","Other_prop","Latinx_prop","Total_population","White_population","Black_population","Asian_population","AIAN_population","NHPI_population","Multiracial_population","Other_population","Latinx_population"
2021-03-07,"NH","Cases","New Hampshire",76861,39457,1025,1036,87,0,394,2066,4157,0.0534877587278346,0.0324427747670414,0.0509266159884732,0.0288812689916646,0.0287033982184098,0,0.00506804558668416,0.0857190274666003,0.0699196017088842,1436983,1216203,20127,35871,3031,453,77742,24102,59454
2021-03-07,"NH","Deaths","New Hampshire",1184,1110,13,12,1,0,2,12,30,0.000823948508785421,0.000912676584418884,0.00064589854424405,0.000334532073262524,0.000329924117452986,0,2.57261197293612e-05,0.000497883993029624,0.000504591785245736,1436983,1216203,20127,35871,3031,453,77742,24102,59454
2021-03-07,"NH","Hosp","New Hampshire",1131,865,38,40,NA,NA,NA,25,99,0.000787065678577965,0.000711229950921022,0.00188801112932876,0.00111510691087508,NA,NA,NA,0.00103725831881172,0.00166515289131093,1436983,1216203,20127,35871,NA,NA,NA,24102,59454
2021-03-07,"NJ","Cases","New Jersey",812609,268537,69860,30370,NA,NA,NA,107239,161066,0.0719659951597515,0.0525278349386184,0.0572730924682522,0.0319653927522656,NA,NA,NA,0.102264740745403,0.0804294470868756,11291569,5112280,1219770,950090,NA,NA,NA,1048641,2002575
2021-03-07,"NJ","Deaths","New Jersey",23574,12932,3743,1178,NA,NA,NA,912,4338,0.00208775237524564,0.00252959540557246,0.00306861129557212,0.00123988253744382,NA,NA,NA,0.00086969706505849,0.00216621100333321,11291569,5112280,1219770,950090,NA,NA,NA,1048641,2002575
2021-03-07,"NJ","Hosp","New Jersey",64396,26086,11312,2843,NA,NA,NA,4241,15832,0.00570301611760066,0.00510261566267888,0.0092738795018733,0.00299234809333853,NA,NA,NA,0.00404428207556256,0.00790582125513401,11291569,5112280,1219770,950090,NA,NA,NA,1048641,2002575
2021-03-07,"NM","Cases","New Mexico",186922,32321,2360,1688,30459,288,NA,4912,87747,0.0597513116410561,0.0299563366535766,0.051411641686999,0.0450505751421175,0.143511385641794,0.137601528905877,NA,0.015415902985262,0.086808513164182,3128333,1078937,45904,37469,212241,2093,NA,318632,1010811
2021-03-07,"NM","Deaths","New Mexico",3808,1097,49,27,1064,NA,NA,NA,1471,0.00121726171734275,0.00101674147795469,0.00106744510282328,0.000720595692439083,0.0050131689918536,NA,NA,NA,0.00145526710730295,3128333,1078937,45904,37469,212241,NA,NA,NA,1010811
2021-03-07,"NM","Hosp","New Mexico",13252,2460,141,118,3966,24,NA,177,4885,0.00423612192180308,0.00228002191045446,0.00307162774485884,0.00314927006325229,0.0186863047196348,0.0114667940754897,NA,0.000555499761480328,0.0048327531061692,3128333,1078937,45904,37469,212241,2093,NA,318632,1010811
2021-03-07,"NV","Cases","Nevada",296190,108109,22510,24287,1480,NA,NA,33173,106628,0.0741425693094971,0.0680588720039434,0.073866489028316,0.0890602596964463,0.0336884275698807,NA,NA,0.0761272911278534,0.119772155680888,3994871,1588463,304739,272703,43932,NA,NA,435757,890257
2021-03-07,"NV","Deaths","Nevada",5037,2719,468,594,45,NA,NA,5,1203,0.00126086674638555,0.00171171755338336,0.00153574042049098,0.00217819385925347,0.00102431029773286,NA,NA,1.14742849799315e-05,0.00135129518779409,3994871,1588463,304739,272703,43932,NA,NA,435757,890257
